ID,SMILES,M-fortuitum,M-kansasii,M-bovis,M-tuberculosis-MABA,M-tuberculosis-LORA,M-smegmatis,M-abcessus,M-tuberculosis-BACTEC,task_concatenada
361,CCOC(=O)C=CSc1ccc(C(C)(C)C)cc1,0.0,0.0,,,,0.0,,,
7553,O=[N+]([O-])c1ccc(OCCOc2ccc(-n3cccc3)cc2)c([N+](=O)[O-])c1,,,,0.0,,,,,
4503,COC(=O)C(=Cc1ccccc1)CSC(=N)Nc1ccccc1,,,,0.0,,,,,
10068,CCOC(=O)NC(=O)c1ccsc1NC(=O)c1ccc(C(=O)N2CCC(OC)CC2)cc1,,,,1.0,,,,,
15039,Cc1c(NCc2nnc(Nc3ccc(Br)cc3)o2)c(=O)n(-c2ccccc2)n1C,,,,,,,,,0.0
15344,COc1nc2c(cc1CNCc1cccc(C(F)(F)F)c1)c(C)nn2-c1ccccc1,,,,,,,,,0.0
14928,c1ccc(CCc2cn(Cc3ccccc3)nn2)cc1,,,,,,,,,0.0
9718,CN(CC1(C)Cn2cc([N+](=O)[O-])nc2O1)c1ccc(OC(F)(F)F)cc1,,,,1.0,1.0,,,,
8237,O=c1c(N=Nc2ccc([N+](=O)[O-])cc2)c(O)oc2ccc3ccccc3c12,,,,0.0,,,,,
17077,Cc1ccc(C(C)n2cc(-c3ccc4oc5ccccc5c4c3)nn2)cc1,,,,,,,,,1.0
16220,COc1ccc(C(c2ccc(OCC(O)CN3CCN(c4ccccn4)CC3)cc2)c2cccs2)cc1,,,,,,,,,0.0
12166,CCn1n[n+](C)c2c1C(=O)c1ccccc1C2=O,,,,,,0.0,,,
8850,Fc1cccc(C=NNc2ccnc3cc(Cl)ccc23)c1,,,,0.0,,,,,
16339,COc1ccc(OC)c(C2CC(c3ccc([N+](=O)[O-])cc3)=NN2)c1,,,,,,,,,0.0
15880,Clc1ccc(Oc2nc(Cl)nc3[nH]cnc23)cc1,,,,,,,,0.0,
4305,COc1nc2ccc(N3CCOCC3)cc2cc1C(c1cccc(F)c1)C(O)(CCN(C)C)c1cccc(OC(F)(F)F)c1,,,,1.0,,,,,
16128,CN1CC(=Cc2ccccc2Cl)C2=C(C1)C(c1ccccc1Cl)NC(=S)N2,,,,,,,,,0.0
7716,Cc1cc(C(=O)N(C)C)nn1-c1nc(-c2ccc(F)cc2)cc(=O)[nH]1,,,,0.0,,,,,
9969,COc1ccc(-c2ccc3c(=O)n(-c4cccc(Cl)c4)c(C)nc3c2)cc1,,,,0.0,,,,,
10291,O=C(CSc1nc(=O)c2ccccc2[nH]1)Nc1ccc2ccccc2c1,,,,0.0,,,,,
12809,Cc1c(CC(=O)NC(C)C(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Cl)cc4)c3cc12,,,,,,1.0,,,
11164,O=C(Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(=O)c5ccccc5)n4)n3NC(=O)c3ccccc3)n2NC(=O)c2ccccc2)cs1)c1ccccc1,,,,1.0,,,,,
7066,C(=NNc1ncnc2sc3c(c12)CCCC3)c1ccco1,,,,0.0,1.0,,,,
1291,CCCCn1c2c([n+](Cc3ccccc3)c1C)C(=O)c1ccccc1C2=O,,,1.0,,,,,,
2978,CC(C)C=Cc1c(OC2(CCC(C)C)C(=O)c3ccccc3-c3nc4ccccc4nc32)c(O)c2ccccc2c1O,,,,0.0,,,,,
3003,COc1ccc2nc(C)cc(SCc3ccc(C(C)(C)C)cc3)c2c1,,,,1.0,,,,,
12568,CC(=O)NC(CCCN)CC(=O)NC1C(NC2=NC(C(=O)O)C(C(O)CN)N2)OC(COC(N)=O)C(O)C1O,,,,,,0.0,,,
1480,CCCCCCCCCCCCC#Cc1cn(C2CC(F)C(CO)O2)c(=O)[nH]c1=O,,,1.0,1.0,,,,,
11365,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(-c3ccc(OC(F)(F)F)cc3F)nc1)C2,,,,1.0,1.0,,,,
5072,CCOC(=O)c1cc2cc(N3CCN(C(=O)Nc4ccc(Cl)cc4)CC3)ccc2o1,,,,0.0,,,,,
5129,CC(=O)ON=C1c2ccccc2-c2c1c(-n1ccnc1)nc1ccc(Br)cc21,,,,1.0,,,,,
3659,O=C1C(=O)N(CCCCBr)c2ccccc21,,,,0.0,0.0,,,,
15758,CCCCC=CCCCCCCCCCC=CCCc1c(O)c(OC(C)=O)c(C)c(O)c1C(C)=O,,,,,,,,0.0,
1584,C=CCn1cc(C(=O)O)c(=O)c2ccc3c(nnn3Cc3ccccc3)c21,,,0.0,,,0.0,,,0.0
5113,CCC(=O)ON=C1c2ccccc2-c2c1c(-n1ccnc1)nc1ccc(Br)cc21,,,,1.0,,,,,
4221,COc1cc(C(O)(CCN(C)C)C(c2cc(OC(C)C)ncc2OC)c2cc3cc(Br)ccc3nc2OC)cc(OC)n1,,,,1.0,0.0,,,,
4059,COc1ccc(C=Nn2c(Cc3ccccc3Nc3c(Cl)cccc3Cl)nn(CN3CCCCC3)c2=S)cc1,,,,0.0,,,,,
5476,Cc1nonc1C(=O)NC1CCCc2c1cnn2-c1ccc(NC(C)C)cc1,,,,0.0,,,,,
13076,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccccc2)cc1,,,,,,0.0,,,
1353,CC(C)(C)c1ccc(C(=O)CCCN2CCC(O)(c3ccc(F)cc3)CC2)cc1,,,0.0,0.0,,0.0,0.0,,
5816,CC1(COc2ccc(S(=O)(=O)N3CCC(c4ccccc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,,,,1.0,,,,,
1183,CCCCCCCCCn1c2c([n+](CCCCCCCCC)c1C)C(=O)c1ccncc1C2=O,,,1.0,,,,,,
11603,CCOC(=O)c1cc(-c2cccc(OCc3cc(F)ccc3F)c2)on1,,,,1.0,0.0,,,,
6282,OCCn1ccnc1,,,,0.0,,,,,0.0
15360,Cc1c(C(F)(F)F)cc2nc(C(=O)N3CCCCC3)sc2c1[N+](=O)[O-],,,,,,,,,1.0
5362,Cc1nc2sccc2c(=O)n1NC(=O)Nc1ccc([N+](=O)[O-])cc1,,,,0.0,,,,,
3109,O=C(OCc1ccccc1)c1coc(-c2ccc(Cl)cc2)n1,,,,0.0,0.0,,,,
4258,COc1cc(C(O)(CCN(C)C)C(c2cc3cc(C#N)ccc3nc2OC)c2cccc3c2CCC3)cc(OC)n1,,,,1.0,1.0,,,,
13155,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cn4nc(CN5CCN(c6ccc([N+](=O)[O-])cc6)CC5)oc4=S)CC3)c(F)cc2c1=O,,,,,,1.0,,,
14680,Cc1ccc(-c2cn(Cc3cc4c(nc3C)-c3cc(C)c(C)cc3CCC4)nn2)cc1,,,,,,,,,0.0
16646,O=[N+]([O-])c1ccc(C(=CSC2CCCCC2)n2cc(SC3CCCCC3)c(-c3ccc([N+](=O)[O-])cc3)n2)cc1,,,,,,,,,1.0
12942,Cc1ccc(C(C)C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(I)cc(I)c2O)c1,,,,,,1.0,,,
13201,O=S(=O)(C1OC(C(O)CO)C(O)C1O)N(Cc1ccccc1)Cc1ccccc1,,,,,,0.0,,,
1509,CN=C1C(=O)c2cccnc2C(=O)C1Cl,,,0.0,,,,,,
2873,Nn1c(CSc2nnc(Cc3csc(NCCC(=O)O)n3)n2NC(=O)c2ccccc2)n[nH]c1=S,,,,0.0,,,,,
818,COc1ccc(Cl)cc1C(=S)Nc1cc(Cl)ccc1O,,0.0,,,,,,,0.0
10057,COc1ncc(-c2ccc(F)cc2)cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,,,,1.0,,,,,
6647,CN(Cc1cn(-c2cccc(F)c2)nn1)c1nc(=O)c2cc(S(C)(=O)=O)cc([N+](=O)[O-])c2s1,,,,1.0,,,,,
17250,NC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CCN(C(=O)Nc1ccc([N+](=O)[O-])cc1)C2,,,,,,,,,0.0
13538,COc1cc(O)cc(C=COc2ccccc2C)c1,,,,,,0.0,,,
6078,O=C(OCc1ccccc1)C1COC(c2cccc(Br)c2)=N1,,,,0.0,,,,,
4085,CN(C)C(=O)ON=C(C#N)c1nc2ccc(Cl)cc2o1,,,,1.0,,,,,
8758,CN1CC(c2cncc(-c3ccc(F)cc3)c2)C2(Cc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,,,,1.0,,,,,
3439,CC1(COc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2S1,,,,1.0,0.0,,,,
42,C=C1C=CC=C(C)C(O)C(C)C(O)C(C)C(OC(=O)NCc2ccc(N(C)C)cc2)C(C)C(OC)C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(N5CCOCC5)c(O)c4c3C2=O)NC1=O,1.0,,,,,1.0,,,
9907,Cc1ccc(N(C(=O)c2sc(C)nc2C)C(C(=O)Nc2cccc3ccccc23)c2ccccc2)cc1,,,,0.0,,,,,
12147,CCCCCCCCCCCCn1n[n+](C)c2c1C(=O)c1ccccc1C2=O,,,,,,1.0,,,
6103,COc1cccc(-c2cc(N)c3cc(Nc4cc(-c5ccc(Cl)cc5)nc(N)n4)ccc3n2)c1,,,,1.0,,,,,
4074,O=C(NN1C(C(=O)NCCc2ccccc2)CC1C(=O)NCCc1ccccc1)c1ccncc1,,,,0.0,,,,,
15204,CCN(CC)CC(O)COc1ccc(C(c2ccc(OC)cc2)c2cc3ccccc3c3ccccc23)cc1,,,,,,,,0.0,0.0
16259,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(Cl)cc1)c1c(O)ccc2ccccc12,,,,,,,,,0.0
5310,N=NC(=O)CC=CCc1ccc(F)cc1,,,,0.0,,,,,
13058,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O,,,,,,0.0,,,1.0
12314,O=C(O)c1cn2c(n1)CN(c1cc3c(cc1[N+](=O)[O-])c(=O)c(C(=O)O)cn3-c1ccc(F)cc1)CC2,,,,,,0.0,,,0.0
16330,O=[N+]([O-])c1ccc(C2=NC(=S)NC(c3ccc(Br)cc3)C2)cc1,,,,,,,,,0.0
11377,NNC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1cccc([N+](=O)[O-])c1,,,,1.0,,,,,
13957,O=C1C(=Cc2ccc([N+](=O)[O-])cc2)CNCC1=Cc1ccc([N+](=O)[O-])cc1,,,,,,,,,1.0
1712,COc1ccc(Cn2ccc3c(-c4ccco4)nc(OC)nc32)cc1,,,,1.0,0.0,,,,
3446,Cc1ccc(C(O)Cn2cc([N+](=O)[O-])nc2Br)c(C)c1,,,,0.0,,,,,
8184,CS(=O)(=O)N1CCN(c2nc3ccccc3c3ccccc23)CC1,,,,0.0,,,,,
13373,OCC1OC(OC2OC(CF)C(O)C(O)C2O)C(O)C(O)C1O,,,,,,0.0,,,
935,CCCCCCNC(=O)Oc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)c(Cl)c1,,1.0,,,,,,,1.0
10128,CCCCCc1ccc(-c2cn(CC(O)COc3ccc4c(c3)OC3(CCCCC3)CC4=O)nn2)cc1,,,,1.0,,,,,
6350,CN1c2ccccc2C2CC1OC1=C2C(=O)CC(C)(C)C1,,,,0.0,,,,,
6468,C=CC(C)(O)CCC(O)C1(C)CCC(C(C)(C)O)O1,,,,0.0,,,,,
16479,COc1ccc(-n2cc(CNC(=O)c3c[nH]c(-c4ccccc4)n3)nn2)cc1,,,,,,,,,0.0
15210,CC(=O)NCC1CN(c2ccc(OCC(O)CNc3ccccc3)c(F)c2)C(=O)O1,,,,,,,,,0.0
2579,Fc1ccc(C(c2ccccc2)c2c(OCCN3CCCCC3)ccc3ccccc23)cc1,,,,0.0,,,,,1.0
9548,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)NC(C)c1ccc(C)cc1,,,,0.0,,,,,
14280,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCn1c[n+](C)c2nc[n-]c(=NOC)c21,,,,,,,,,0.0
8395,C=CCOc1cccc(NC(=O)Nc2ccccc2C)c1,,,,0.0,,0.0,,,
14886,COc1cc(-c2cc(-c3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N)n2)cc(OC)c1OC,,,,,,,,,0.0
4098,COc1ccc2c(Cn3cc(COc4ccc(OCc5cn(Cc6cc(=O)oc7cc(OC)ccc67)nn5)cc4)nn3)cc(=O)oc2c1,,,,1.0,,,,,
15308,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncc(Oc6cncc(F)c6)cc54)CC3)nc2N1,,,,,,,,,1.0
35,CC1(C(=O)Nc2nc3ccc(OC(F)(F)F)cc3s2)CCCCC1,1.0,,,,,,1.0,,
10183,Clc1ccc(-c2nc3ccccc3c3c(Cl)c[nH]c23)cc1,,,,0.0,,,,,
2247,Cn1nnc2cc(C=NNc3cc(C(F)(F)F)nc4c(C(F)(F)F)cccc34)ccc21,,,,0.0,,,,,
13571,COc1c(N2CCN(Cn3c(O)c(N=O)c4cc(F)ccc43)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,,,,1.0,,,
4752,CN(C)C(=O)ON=C(C#N)c1nc2ccc(Br)cc2o1,,,,1.0,,,,,
1255,CCCCCCCCn1ccc2cc(OCCCN3CCCC3)ccc21,,,0.0,,,,,,
6719,O=[N+]([O-])c1cn2c(n1)OCC(OCc1nnc(-c3ccc(F)cc3)o1)C2,,,,1.0,0.0,,,,
8626,CCOC(=O)c1c(-c2ccc(Br)cc2)[n+]([O-])c2ccccc2[n+]1[O-],,,,1.0,,,,,
15791,CCCCCCCCCCSCCC(N)=O,,,,,,,,0.0,
13838,COC(=O)c1cc(-c2cccc(NC(=O)c3ccc(C=CC(=O)c4cccc(Br)c4)cc3)c2)on1,,,,,,,,,1.0
6831,Nc1nc(-c2ccc(CCN3CCN(CCCN4CCN(c5ccccn5)CC4)CC3)cc2)cs1,,,,0.0,,,,,
2123,O=c1cc(-c2ccccc2)c2ccc(-c3cn(C4OC(CO)C(O)C4O)nn3)cc2o1,,,,0.0,,,,,
2674,Cc1ccccc1NC(=S)NNC(=O)c1cc([N+](=O)[O-])cn1C,,,,0.0,,,,,
16681,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc([N+](=O)[O-])c(N3CCC4(CC3)OCCO4)nc21,,,,,,,,,1.0
11698,COC(=O)C1C(C(=O)OC)N(c2nc(-c3ccccc3)c(C(=O)c3ccc(Br)cc3)s2)C(c2ccccc2)(c2ccccc2)C1C(=O)OC,,,,1.0,,,,,
12426,COc1c(N2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c(F)c([N+](=O)[O-])c2c(=O)c(C(=O)O)cn(C3CC3)c12,,,,,,0.0,,,
4450,COC(=O)Cc1nc2ccc(F)cc2oc1=O,,,,1.0,,,,,
1517,C[S+]([O-])C1C(=N)C(=O)c2cccnc2C1=O,,,1.0,,,,,,
13004,O=C(Nc1ccc(F)c(F)c1F)NC1C2CC3CC(C2)CC1C3,,,,,,1.0,,,
14735,COc1cc(C=Cc2cccc([N+](=O)[O-])c2)oc(=O)c1,,,,,,,,,0.0
15620,CC(=Nn1c(N=Cc2ccc(F)cc2)c(C#N)c(-c2ccc([N+](=O)[O-])cc2)c(C#N)c1=O)c1nc2ccccc2[nH]1,,,,,,,,0.0,
9644,CC(=O)c1ccc(S(=O)(=O)Nc2nnc(-c3ccc([N+](=O)[O-])o3)s2)cc1,,,,1.0,,,,,
5620,CCCCCCCCc1c2[n+](cc3c(OCCC)c(OC)ccc13)CCc1cc(OCCC)c(O)cc1-2,,,,1.0,,,,,
6224,O=[N+]([O-])c1ccc(Sn2cnc3c(=S)[nH]cnc32)cc1,,,,1.0,,,,,
5942,COc1nc2ccccc2cc1C=Cc1noc(C)n1,,,,1.0,,,,,
6415,C#CCN(c1nc(-c2ccc(C(F)(F)F)cc2)no1)C1CCCCC1,,,,0.0,,,,,
14641,COc1ccccc1N1CCN(C(=O)c2nc3cc(Cl)ccc3s2)CC1,,,,,,,,,1.0
338,CC(=O)[n+]1ccccc1,0.0,,,,,0.0,,,
12522,COc1ccc(C(=O)C=Cc2ccc(C)cc2)cc1S(N)(=O)=O,,,,,,0.0,,,0.0
6951,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,,,,1.0,,,,,
10048,CS(=O)(=O)c1cc([N+](=O)[O-])c2sc(N3CCCN(S(=O)(=O)c4ccccc4)CC3)nc(=O)c2c1,,,,1.0,,,,,
2345,CN(C)C(=O)C=CC(=O)c1cccc([N+](=O)[O-])c1,,,,1.0,,,,,
16081,CCOC(=O)C1C(C)=NC(=O)NC1c1coc2ccc([N+](=O)[O-])cc2c1=O,,,,,,,,,1.0
8420,COc1ncccc1Nc1cc2nc3ccccc3n(-c3ccc(Cl)cc3)c-2cc1=NC1CCOCC1,,,,0.0,,,,,
13362,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(C)C)NC(=O)C(N)Cc1ccccc1)C(=O)O,,,,,,0.0,,,
13673,Cc1nc2ccccc2cc1C(=O)n1nc(C)c(C2CCCCO2)c1C,,,,,,0.0,,,
8284,Cc1ccc(S(=O)(=O)N2CCN(c3noc4cccc(Cl)c34)CC2)cc1,,,,0.0,,,,,
6130,COC1CCN(Cc2cc(-c3ccc(C(C)C)cc3)n(C3CCCCC3)n2)CC1,,,,1.0,,,,,
11587,COc1cc(-c2nnnn2S(=O)(=O)c2ccc(F)cc2)ccc1OCC(O)(Cn1cncn1)c1ccc(F)cc1F,,,,0.0,,,,,
17709,CC1(C)C=C2C(C(=O)C1)C(c1ccc([N+](=O)[O-])cc1)C1=C(CC(C)(C)CC1=O)N2NC(=O)c1ccncc1,,,,,,,,,1.0
9702,Cc1[nH]c(-c2ccc(C(C)C)cc2)cc1CN1CCOCC1,,,,0.0,,,,,
17446,CONC(=S)N=Nc1c(O)n(CN2CCN(c3ccc(Cl)cc3)CC2)c2ccc(F)cc12,,,,,,,,,1.0
6361,Cn1c(O)c(C2C3=C(CCCC3=O)Oc3ccc(Cl)cc32)c(=O)n(C)c1=O,,,,0.0,,,,,
5651,CC(=O)OCCOc1nc(C)cn2cc([N+](=O)[O-])nc12,,,,0.0,,,,,
5126,CCCCCCCCCC(=O)ON=C1c2ccccc2-c2c1c(-n1ccnc1)nc1ccc(Br)cc21,,,,1.0,,,,,
1434,O=C(NC(=O)c1ccsc1NC(=O)c1nc2ccccc2s1)OCC1CCC1,,,0.0,1.0,,0.0,,,
3166,Cc1ccc(-c2nc3sc(C(F)(F)F)nn3c2C=C2SC(=O)NC2=O)cc1,,,,0.0,,,,,
12425,CN1CC(=Cc2ccccc2)C(=O)C2(C1)C(c1ccccc1)C(c1ccccc1)NC21C(=O)Nc2ccccc21,,,,,,1.0,,,1.0
8628,COc1ccc(-c2c(C#N)[n+]([O-])c3cc(Cl)c(Cl)cc3[n+]2[O-])cc1,,,,1.0,,,,,
386,CC(=O)NCC1CN(c2ccn(-c3ccccc3F)c2)C(=O)O1,0.0,,,,,0.0,,,
5027,Nc1ccc(-c2cnnc(N3CCC(c4cccc(Cl)c4)C3)n2)cc1,,,,1.0,0.0,,,,
13777,CC1=NC(=S)NC(c2ccc(Br)cc2)C1C(=O)Nc1nc2ccccc2s1,,,,,,,,,0.0
34,CC1CC(C(=O)Nc2nc3ccc(Br)cc3s2)CC(C)(C)C1,1.0,,,,,,1.0,,
10870,[O-][n+]1nc(N2CCOCC2)[n+]([O-])c2ccccc21,,,,1.0,0.0,,,,
7460,C(=Cc1nc(-c2ccccc2)nc2c1ncn2Cc1ccccc1)c1ccccc1,,,,0.0,,,,,
6947,CC1(c2ccc(CS(C)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,,,,0.0,,,,,
312,CN(C)C(=O)CC(CSc1ccccc1)Nc1c(C(=O)NN=Cc2ccc(Br)s2)cnc2c(C(F)(F)F)cccc12,0.0,,,0.0,,0.0,,,
335,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,0.0,,,,,1.0,1.0,,
12101,O=Cc1ccc(OCCCCCCCCCCCOc2ccc(C=O)cc2)cc1,,,,,,,,1.0,
6495,COc1cc(CCc2ccccc2O)cc(O)c1C,,,,0.0,,,,,
1140,COc1ccc2c(CN3CCC4(CC3)OCCCO4)cn(CCCOCc3ccccc3)c2c1,,,1.0,,,,,,
1304,CCCC[n+]1c2c(n(CCC)c1C)C(=O)c1ccccc1C2=O,,,1.0,,,,,,
14259,Nc1nc(-c2ccc(C(F)(F)F)cc2)cc2c1nnn2C1OC(COS(=O)(=O)NC(=O)c2ccccc2O)C(O)C1O,,,,,,,,,0.0
12382,CCOC(=O)C1C(c2ccc(Cl)cc2)N(C)C(c2ccc(Cl)cc2)C(C(=O)c2ccc(Cl)cc2)S1(=O)=O,,,,,,0.0,,,1.0
8701,O=c1nc(N2CCC3(CCN(Cc4ccncc4)C3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,,,,1.0,,,,,
17456,COc1c(N2CCN(Cn3c(O)c(N=NC(S)=NO)c4cc(F)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,,,,,,,1.0
13941,Cc1sc(N)nc1-c1csc(Nc2cc(Cl)cc(Cl)c2)n1,,,,,,,,,0.0
8094,COC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1,,,,0.0,,,,,
8008,Cc1cccc(CN2CCC3(CC2)OCCc2sccc23)c1,,,,1.0,,,,,
17151,CC1=NN(c2ccc(Cl)cc2)C(=O)C1=C(c1ccc(Cl)cc1)N(C)C,,,,,,,,,0.0
4036,Cc1sc(O)c(C)c1O,,,,0.0,,,,,
7802,COc1nc(C2CCOCC2)ccc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,,,,1.0,1.0,,,,
15711,CC(C)COC1C=C(C(O)c2ccc(C#N)cc2)C(=O)C(COC(=O)C(C)(C)C)O1,,,,,,,,0.0,
3102,CCCCC=Cc1cc2ccncc2cc1OC1CCNCC1,,,,1.0,,,,,
12857,O=C(Nc1ccc(Oc2cc3ccccc3cc2Cl)c(Cl)c1)c1cc(Br)cc(Br)c1O,,,,,,1.0,,,
10995,O=C(C1CCN(c2cc(N3CCOCC3)ncn2)CC1)N1CCC(Oc2ccc(F)cc2F)CC1,,,,1.0,,,,,
10818,COC(=O)NCC1OC(=O)N2c3cc(F)c(N4CCSCC4)cc3OCC12,,,,1.0,,,,,
16982,CCOc1nc(-c2ccc(OC)cc2)c(Sc2ccc(Cl)cc2)c(-c2ccc(N(C)C)cc2)c1C#N,,,,,,,,,0.0
15384,Cn1ncc(C(=O)N2CCC(Nc3cnnc4ccccc34)CC2)c1Cl,,,,,,,,,0.0
9158,COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC(C)C)n1,,,,1.0,1.0,,,,
1746,CCCCCOc1ccc(C=Cc2cc(C=Cc3ccc(O)c(OC)c3)no2)cc1OC,,,,0.0,,,,,
14698,Cc1cc2c(cc1C)-c1nc(C)c(Cn3cc(-c4cccnc4)nn3)cc1CCC2,,,,,,,,,0.0
11146,COc1ccc(C=NNC(=O)c2coc3c(Cl)cc(Cl)cc23)c(OC)c1,,,,0.0,,,,,
16597,Cc1cc(C2=NN(C(=O)c3ccncc3)C(c3cccc([N+](=O)[O-])c3)C2)ccc1O,,,,,,,,,0.0
10482,COc1cccc(C2CC(c3ccccc3O)=NN2C(N)=S)c1,,,,0.0,,,,,
1644,O=C1CSC(c2ccc(OCc3cc4ccccc4n4nnnc34)cc2)N1c1ccccc1,,,0.0,,,,,,
8231,O=c1c(N=Nc2ccccc2[N+](=O)[O-])c(O)oc2ccc(-c3ccccc3)cc12,,,,0.0,,,,,
2975,CC(C)c1ccc(-c2cc(CN3CCN(C(=O)OC(C)(C)C)CC3)nn2-c2ccc(F)cc2)cc1,,,,1.0,,,,,
9616,Cc1ccc2oc(-c3cccc(NC(=O)Nc4ccc(Cl)cc4)c3)nc2c1,,,,0.0,,,,,
1577,CCOC(=O)c1cn(CC2CCC2)c2c(ccc3c2nnn3C)c1=O,,,0.0,,,0.0,,,0.0
1025,CCCCCCCCn1cc(CN2CCCCC2)c2cc(F)ccc21,,,0.0,,,,,,
8936,COc1nc(C)nc(N=C(C)c2ccc3c(c2)Cc2ccccc2-3)n1,,,,0.0,,,,,
9225,COc1ccc(C(C#N)(CCCN2CCC(O)(c3ccccc3)CC2)C(C)C)cc1OC,,,,0.0,,,,,
3740,O=c1[nH]c2cc([N+](=O)[O-])ccc2c(O)c1N=Nc1ccc(F)cc1,,,,0.0,,,,,
11325,Cc1cc(C)c2cc(C(=O)NC3CCCCCC3)oc2c1,,,,0.0,,,,,
12515,COc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1S(N)(=O)=O,,,,,,0.0,,,0.0
2907,O=[N+]([O-])c1cn2c(n1)OCC(OCC#Cc1cccc(-c3ccc(C(F)(F)F)nc3)c1)C2,,,,1.0,1.0,,,,
9453,CN(O)C(=O)CS(=O)(=O)C(c1cc(F)cc(F)c1)P(=O)(O)O,,,,0.0,,,,,
8514,Cc1cc(C)n2nc(C(=O)NS(=O)(=O)c3c(C)cccc3OC(F)(F)F)nc2n1,,,,1.0,,,,,
9729,CC1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2O1,,,,1.0,0.0,,,,
15095,CCc1cc(C(=O)NN)ccn1,,,,,,,,0.0,0.0
5864,CC1COc2c(N3CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,,,1.0,,,,,
3185,O=C(C=Cc1ccc([N+](=O)[O-])o1)c1ccc(N2CCCCC2)cc1,,,,1.0,,1.0,,,1.0
4573,Cc1nnc(COc2noc3c(F)c4c(cc23)CC2(C(=O)NC(=O)NC2=O)C2C(C)OC(C)CN42)o1,,,,0.0,,,,,
2253,c1cncc(-c2nccc(Nc3cc(C4CC4)[nH]n3)n2)c1,,,,0.0,,,,,
13706,C#CCn1cc(C(=O)NN)c(=O)c2ccc(C(F)(F)F)cc21,,,,,,0.0,,,
9316,NNC(=O)CC(=O)Nc1ccc(Cl)c(Cl)c1,,,,0.0,,,,,
4817,CN(Cc1ccc(C(F)(F)F)nc1)c1cc(C(=O)Nc2nncs2)ncn1,,,,1.0,,,,,
14902,Cc1nc(-c2ccccc2)oc1-c1csc(-c2ccc(Br)cc2)n1,,,,,,,,,0.0
17763,O=C1NC(c2ccccc2)c2c(ccc3oc4ccccc4c23)O1,,,,,,,,,1.0
11969,O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,,,,0.0,,,,,
5601,CCOC1CCOC2(CCN(C(=O)c3ccc([N+](=O)[O-])o3)CC2)C1,,,,0.0,,,,,
14752,COc1cc(C2C(c3ccc(OC)c(OC)c3)C(c3cc(OC)cc(=O)o3)C2c2ccc(OC)c(OC)c2)oc(=O)c1,,,,,,,,,0.0
9942,O=C(NCc1ccccc1Cl)c1ccccc1-n1cc2ccccc2n1,,,,0.0,,,,,
